infectious_period_both,omicron_latent_period,booster_reach,booster_VE,contact_reduction_scenario_id,contact_reduction_strength,contact_reduction_start,contact_reduction_end,relative_risk_hospitalization,relative_risk_icu,value_type,date,value
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-02-15,3373
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-02-16,3423
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-02-17,3461
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-02-18,3485
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-02-19,3496
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-02-20,3494
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-02-21,3479
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-02-22,3451
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-02-23,3411
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-02-24,3360
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-02-25,3299
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-02-26,3228
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-02-27,3149
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-02-28,3062
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-01,2968
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-02,2870
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-03,2767
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-04,2661
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-05,2552
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-06,2442
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-07,2331
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-08,2221
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-09,2111
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-10,2003
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-11,1896
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-12,1792
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-13,1691
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-14,1593
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-15,1498
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-16,1406
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-17,1319
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-18,1235
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-19,1155
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-20,1079
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-21,1006
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-22,938
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-23,873
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-24,812
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-25,754
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-26,700
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-27,649
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-28,602
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-29,557
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-30,516
2,2,hi,lo,0,,,,0.35,0.15,hsp,2022-03-31,477
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-11-23,3808
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-11-24,3924
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-11-25,4036
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-11-26,4145
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-11-27,4250
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-11-28,4351
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-11-29,4446
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-11-30,4536
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-01,4621
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-02,4699
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-03,4770
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-04,4833
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-05,4888
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-06,4935
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-07,4975
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-08,5006
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-09,5028
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-10,5041
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-11,5047
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-12,5045
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-13,5036
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-14,5021
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-15,4998
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-16,4967
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-17,4928
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-18,4881
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-19,4826
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-20,4765
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-21,4698
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-22,4626
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-23,4550
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-24,4471
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-25,4389
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-26,4304
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-27,4218
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-28,4131
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-29,4044
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-30,3957
2,2,hi,lo,0,,,,0.35,0.15,icu,2021-12-31,3871
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-01,3786
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-02,3702
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-03,3618
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-04,3534
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-05,3452
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-06,3370
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-07,3290
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-08,3211
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-09,3134
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-10,3058
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-11,2985
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-12,2914
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-13,2846
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-14,2781
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-15,2720
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-16,2662
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-17,2608
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-18,2559
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-19,2514
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-20,2475
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-21,2441
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-22,2413
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-23,2392
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-24,2377
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-25,2369
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-26,2369
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-27,2376
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-28,2391
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-29,2415
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-30,2446
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-01-31,2486
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-01,2534
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-02,2590
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-03,2654
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-04,2726
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-05,2804
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-06,2890
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-07,2981
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-08,3078
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-09,3179
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-10,3283
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-11,3390
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-12,3499
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-13,3607
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-14,3715
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-15,3821
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-16,3924
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-17,4023
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-18,4117
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-19,4205
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-20,4285
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-21,4358
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-22,4422
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-23,4477
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-24,4522
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-25,4558
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-26,4583
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-27,4599
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-02-28,4604
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-01,4599
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-02,4584
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-03,4559
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-04,4525
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-05,4483
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-06,4432
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-07,4373
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-08,4306
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-09,4234
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-10,4155
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-11,4070
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-12,3981
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-13,3887
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-14,3790
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-15,3689
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-16,3586
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-17,3481
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-18,3375
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-19,3267
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-20,3159
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-21,3051
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-22,2943
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-23,2835
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-24,2729
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-25,2623
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-26,2520
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-27,2418
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-28,2317
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-29,2219
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-30,2124
2,2,hi,lo,0,,,,0.35,0.15,icu,2022-03-31,2030
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-11-23,52743
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-11-24,53760
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-11-25,54613
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-11-26,55300
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-11-27,55832
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-11-28,56222
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-11-29,56485
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-11-30,56635
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-01,56675
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-02,56597
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-03,56380
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-04,56013
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-05,55505
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-06,54878
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-07,54141
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-08,53296
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-09,52341
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-10,51279
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-11,50134
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-12,48941
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-13,47743
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-14,46562
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-15,45384
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-16,44181
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-17,42928
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-18,41590
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-19,40148
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-20,38650
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-21,37169
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-22,35741
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-23,34402
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-24,33201
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-25,32179
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-26,31341
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-27,30675
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-28,30199
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-29,29973
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-30,30052
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2021-12-31,30434
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-01,31113
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-02,32077
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-03,33252
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-04,34592
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-05,36088
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-06,37747
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-07,39588
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-08,41640
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-09,43934
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-10,46507
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-11,49399
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-12,52654
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-13,56316
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-14,60433
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-15,65055
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-16,70236
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-17,76029
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-18,82491
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-19,89676
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-20,97641
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-21,106439
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-22,116125
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-23,126749
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-24,138356
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-25,150985
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-26,164660
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-27,179393
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-28,195177
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-29,211992
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-30,229793
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-01-31,248515
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-01,267795
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-02,286483
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-03,303783
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-04,319271
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-05,332731
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-06,344069
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-07,353272
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-08,360388
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-09,365504
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-10,368733
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-11,370203
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-12,370050
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-13,368410
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-14,365421
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-15,361219
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-16,355935
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-17,349698
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-18,342628
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-19,334841
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-20,326446
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-21,317542
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-22,308226
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-23,298585
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-24,288702
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-25,278650
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-26,268499
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-27,258310
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-02-28,248138
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-01,238033
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-02,228039
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-03,218193
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-04,208530
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-05,199077
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-06,189859
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-07,180894
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-08,172199
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-09,163786
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-10,155664
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-11,147839
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-12,140315
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-13,133092
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-14,126171
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-15,119548
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-16,113262
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-17,107456
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-18,102204
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-19,97516
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-20,93369
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-21,89724
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-22,86535
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-23,83750
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-24,81321
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-25,79199
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-26,77341
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-27,75708
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-28,74262
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-29,72975
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-30,71817
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,inc,2022-03-31,70766
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-11-23,1422
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-11-24,1448
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-11-25,1470
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-11-26,1490
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-11-27,1506
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-11-28,1519
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-11-29,1529
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-11-30,1537
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-12-01,1541
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-12-02,1542
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-12-03,1539
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-12-04,1532
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-12-05,1522
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-12-06,1508
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-12-07,1492
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-12-08,1473
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-12-09,1450
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-12-10,1424
2,2,hi,lo,1,0.8,2022-01-31,2022-03-15,0.35,0.15,hsp,2021-12-11,1397
