infectious_period_both,omicron_latent_period,booster_reach,booster_VE,contact_reduction_scenario_id,contact_reduction_strength,contact_reduction_start,contact_reduction_end,relative_risk_hospitalization,relative_risk_icu,value_type,date,value
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-01-27,1418
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-01-28,1356
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-01-29,1298
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-01-30,1244
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-01-31,1194
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-01,1148
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-02,1107
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-03,1070
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-04,1038
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-05,1010
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-06,987
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-07,969
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-08,957
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-09,950
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-10,948
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-11,952
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-12,963
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-13,981
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-14,1005
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-15,1037
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-16,1076
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-17,1124
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-18,1181
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-19,1247
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-20,1322
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-21,1407
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-22,1502
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-23,1607
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-24,1722
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-25,1847
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-26,1983
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-27,2127
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-02-28,2280
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-01,2441
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-02,2608
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-03,2781
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-04,2957
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-05,3135
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-06,3313
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-07,3489
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-08,3662
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-09,3830
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-10,3990
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-11,4141
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-12,4282
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-13,4411
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-14,4527
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-15,4629
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-16,4716
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-17,4788
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-18,4845
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-19,4886
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-20,4912
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-21,4922
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-22,4918
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-23,4900
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-24,4868
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-25,4824
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-26,4767
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-27,4700
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-28,4623
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-29,4537
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-30,4442
2,2,md,lo,3,0.5,2022-01-01,2022-01-15,0.35,0.15,icu,2022-03-31,4341
2,2,md,hi,0,,,,0.35,0.15,inc,2021-11-23,52563
2,2,md,hi,0,,,,0.35,0.15,inc,2021-11-24,53573
2,2,md,hi,0,,,,0.35,0.15,inc,2021-11-25,54418
2,2,md,hi,0,,,,0.35,0.15,inc,2021-11-26,55100
2,2,md,hi,0,,,,0.35,0.15,inc,2021-11-27,55625
2,2,md,hi,0,,,,0.35,0.15,inc,2021-11-28,56010
2,2,md,hi,0,,,,0.35,0.15,inc,2021-11-29,56269
2,2,md,hi,0,,,,0.35,0.15,inc,2021-11-30,56414
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-01,56452
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-02,56371
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-03,56152
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-04,55784
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-05,55275
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-06,54648
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-07,53912
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-08,53070
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-09,52117
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-10,51059
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-11,49918
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-12,48731
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-13,47538
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-14,46364
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-15,45193
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-16,43998
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-17,42754
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-18,41425
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-19,39994
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-20,38507
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-21,37038
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-22,35622
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-23,34295
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-24,33105
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-25,32094
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-26,31266
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-27,30607
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-28,30134
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-29,29906
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-30,29973
2,2,md,hi,0,,,,0.35,0.15,inc,2021-12-31,30331
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-01,30970
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-02,31871
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-03,32958
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-04,34182
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-05,35525
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-06,36987
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-07,38578
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-08,40313
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-09,42213
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-10,44298
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-11,46591
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-12,49116
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-13,51895
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-14,54951
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-15,58306
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-16,61981
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-17,65996
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-18,70369
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-19,75115
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-20,80247
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-21,85774
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-22,91705
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-23,98042
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-24,104786
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-25,111933
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-26,119477
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-27,127407
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-28,135705
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-29,144350
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-30,153313
2,2,md,hi,0,,,,0.35,0.15,inc,2022-01-31,162563
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-01,172065
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-02,181788
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-03,191699
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-04,201764
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-05,211941
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-06,222185
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-07,232446
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-08,242671
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-09,252808
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-10,262802
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-11,272596
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-12,282129
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-13,291339
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-14,300162
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-15,308532
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-16,316388
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-17,323670
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-18,330319
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-19,336281
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-20,341505
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-21,345949
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-22,349573
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-23,352349
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-24,354255
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-25,355277
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-26,355412
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-27,354662
2,2,md,hi,0,,,,0.35,0.15,inc,2022-02-28,353040
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-01,350566
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-02,347268
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-03,343182
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-04,338349
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-05,332817
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-06,326637
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-07,319866
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-08,312562
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-09,304784
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-10,296596
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-11,288057
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-12,279230
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-13,270173
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-14,260944
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-15,251598
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-16,242186
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-17,232758
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-18,223357
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-19,214026
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-20,204801
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-21,195716
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-22,186799
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-23,178077
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-24,169572
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-25,161301
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-26,153280
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-27,145521
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-28,138032
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-29,130821
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-30,123890
2,2,md,hi,0,,,,0.35,0.15,inc,2022-03-31,117242
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-11-23,1437
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-11-24,1464
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-11-25,1488
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-11-26,1508
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-11-27,1525
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-11-28,1540
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-11-29,1551
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-11-30,1560
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-01,1565
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-02,1567
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-03,1565
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-04,1558
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-05,1549
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-06,1536
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-07,1520
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-08,1501
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-09,1478
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-10,1453
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-11,1426
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-12,1398
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-13,1370
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-14,1341
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-15,1310
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-16,1277
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-17,1241
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-18,1202
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-19,1160
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-20,1119
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-21,1078
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-22,1039
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-23,1001
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-24,966
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-25,933
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-26,902
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-27,873
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-28,846
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-29,824
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-30,806
2,2,md,hi,0,,,,0.35,0.15,hsp,2021-12-31,790
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-01,776
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-02,765
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-03,754
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-04,744
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-05,735
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-06,727
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-07,721
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-08,716
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-09,713
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-10,712
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-11,714
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-12,717
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-13,724
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-14,732
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-15,744
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-16,759
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-17,777
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-18,799
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-19,824
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-20,852
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-21,884
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-22,920
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-23,959
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-24,1002
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-25,1049
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-26,1099
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-27,1152
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-28,1209
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-29,1269
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-30,1331
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-01-31,1396
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-01,1464
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-02,1533
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-03,1604
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-04,1677
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-05,1751
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-06,1826
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-07,1900
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-08,1975
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-09,2050
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-10,2123
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-11,2196
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-12,2266
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-13,2335
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-14,2401
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-15,2463
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-16,2522
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-17,2577
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-18,2627
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-19,2673
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-20,2713
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-21,2748
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-22,2777
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-23,2800
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-24,2816
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-25,2826
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-26,2830
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-27,2828
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-02-28,2819
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-01,2804
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-02,2783
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-03,2757
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-04,2725
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-05,2687
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-06,2645
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-07,2598
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-08,2547
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-09,2493
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-10,2435
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-11,2374
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-12,2310
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-13,2245
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-14,2177
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-15,2109
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-16,2039
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-17,1969
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-18,1898
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-19,1828
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-20,1757
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-21,1687
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-22,1619
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-23,1551
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-24,1484
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-25,1418
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-26,1354
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-27,1292
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-28,1231
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-29,1172
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-30,1115
2,2,md,hi,0,,,,0.35,0.15,hsp,2022-03-31,1060
2,2,md,hi,0,,,,0.35,0.15,icu,2021-11-23,3830
2,2,md,hi,0,,,,0.35,0.15,icu,2021-11-24,3949
2,2,md,hi,0,,,,0.35,0.15,icu,2021-11-25,4065
2,2,md,hi,0,,,,0.35,0.15,icu,2021-11-26,4177
2,2,md,hi,0,,,,0.35,0.15,icu,2021-11-27,4285
2,2,md,hi,0,,,,0.35,0.15,icu,2021-11-28,4389
2,2,md,hi,0,,,,0.35,0.15,icu,2021-11-29,4487
2,2,md,hi,0,,,,0.35,0.15,icu,2021-11-30,4581
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-01,4669
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-02,4750
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-03,4824
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-04,4890
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-05,4948
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-06,4998
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-07,5041
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-08,5074
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-09,5099
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-10,5115
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-11,5123
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-12,5123
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-13,5116
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-14,5102
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-15,5081
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-16,5052
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-17,5014
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-18,4968
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-19,4914
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-20,4853
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-21,4787
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-22,4715
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-23,4639
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-24,4559
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-25,4477
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-26,4393
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-27,4306
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-28,4218
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-29,4131
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-30,4044
2,2,md,hi,0,,,,0.35,0.15,icu,2021-12-31,3957
2,2,md,hi,0,,,,0.35,0.15,icu,2022-01-01,3872
2,2,md,hi,0,,,,0.35,0.15,icu,2022-01-02,3787
2,2,md,hi,0,,,,0.35,0.15,icu,2022-01-03,3702
2,2,md,hi,0,,,,0.35,0.15,icu,2022-01-04,3618
2,2,md,hi,0,,,,0.35,0.15,icu,2022-01-05,3535
2,2,md,hi,0,,,,0.35,0.15,icu,2022-01-06,3452
